id,line,name,mold_name,time,date,count,working,emergency_stop,molten_temp,facility_operation_cycleTime,production_cycletime,low_section_speed,high_section_speed,molten_volume,cast_pressure,biscuit_thickness,upper_mold_temp1,upper_mold_temp2,upper_mold_temp3,lower_mold_temp1,lower_mold_temp2,lower_mold_temp3,sleeve_temperature,physical_strength,Coolant_temperature,EMS_operation_time,registration_time,passorfail,tryshot_signal,mold_code,heating_furnace
73216,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:25:26,136,가동,ON,729.0,119,121,110.0,112.0,,317.0,50.0,214.0,151.0,1449.0,129.0,210.0,1449.0,400.0,728.0,34.0,6,2019-03-12 01:25:26,0.0,,8412,A
73219,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:27:28,137,가동,ON,729.0,119,123,110.0,112.0,,318.0,50.0,212.0,135.0,1449.0,129.0,209.0,1449.0,394.0,710.0,34.0,6,2019-03-12 01:27:28,0.0,,8412,A
73222,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:29:36,138,가동,ON,728.0,121,120,110.0,112.0,,318.0,51.0,214.0,128.0,1449.0,129.0,209.0,1449.0,401.0,727.0,34.0,6,2019-03-12 01:29:36,0.0,,8412,A
73225,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:31:38,139,가동,ON,729.0,118,123,110.0,112.0,,318.0,50.0,212.0,148.0,1449.0,129.0,207.0,1449.0,402.0,730.0,34.0,6,2019-03-12 01:31:38,0.0,,8412,A
73228,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:33:47,140,가동,ON,730.0,121,124,110.0,112.0,,330.0,50.0,210.0,147.0,1449.0,129.0,207.0,1449.0,403.0,715.0,34.0,6,2019-03-12 01:33:47,0.0,,8412,A
73231,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:35:47,141,가동,ON,730.0,121,119,110.0,112.0,,318.0,51.0,214.0,134.0,1449.0,129.0,206.0,1449.0,409.0,689.0,34.0,6,2019-03-12 01:35:47,0.0,,8412,A
73234,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:37:44,142,가동,ON,731.0,117,123,110.0,111.0,,330.0,51.0,212.0,138.0,1449.0,129.0,207.0,1449.0,409.0,711.0,34.0,6,2019-03-12 01:37:44,0.0,,8412,A
73237,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:39:50,143,가동,ON,731.0,121,124,110.0,112.0,,318.0,50.0,211.0,157.0,1449.0,129.0,207.0,1449.0,404.0,718.0,34.0,6,2019-03-12 01:39:50,0.0,,8412,A
73240,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:41:52,144,가동,ON,731.0,121,124,110.0,112.0,,318.0,51.0,212.0,135.0,1449.0,129.0,209.0,1449.0,401.0,723.0,34.0,6,2019-03-12 01:41:52,0.0,,8412,A
73243,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:43:53,145,가동,ON,732.0,121,121,110.0,112.0,,318.0,50.0,215.0,131.0,1449.0,129.0,209.0,1449.0,404.0,714.0,34.0,6,2019-03-12 01:43:53,0.0,,8412,A
73246,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:45:51,146,가동,ON,731.0,118,121,110.0,112.0,,318.0,52.0,215.0,131.0,1449.0,130.0,209.0,1449.0,406.0,716.0,34.0,6,2019-03-12 01:45:51,0.0,,8412,A
73249,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:47:56,147,가동,ON,731.0,119,123,110.0,112.0,,330.0,50.0,213.0,130.0,1449.0,130.0,208.0,1449.0,400.0,702.0,34.0,6,2019-03-12 01:47:56,0.0,,8412,A
73252,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:49:55,148,가동,ON,731.0,122,123,110.0,112.0,,318.0,50.0,212.0,151.0,1449.0,130.0,206.0,1449.0,404.0,704.0,34.0,6,2019-03-12 01:49:55,0.0,,8412,A
73255,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:52:00,149,가동,ON,730.0,120,124,110.0,111.0,,330.0,52.0,211.0,130.0,1449.0,130.0,205.0,1449.0,403.0,731.0,34.0,6,2019-03-12 01:52:00,0.0,,8412,A
73258,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:54:04,150,가동,ON,730.0,124,121,110.0,112.0,,330.0,51.0,213.0,148.0,1449.0,130.0,209.0,1449.0,408.0,721.0,34.0,6,2019-03-12 01:54:04,0.0,,8412,A
73261,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:56:11,151,가동,ON,729.0,117,124,110.0,112.0,,318.0,49.0,211.0,131.0,1449.0,130.0,211.0,1449.0,397.0,729.0,34.0,6,2019-03-12 01:56:11,0.0,,8412,A
73264,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:58:14,152,가동,ON,729.0,121,121,110.0,112.0,,318.0,50.0,214.0,140.0,1449.0,130.0,212.0,1449.0,402.0,719.0,34.0,6,2019-03-12 01:58:14,0.0,,8412,A
73266,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,02:00:12,153,가동,ON,729.0,118,121,110.0,112.0,,318.0,51.0,215.0,124.0,1449.0,130.0,214.0,1449.0,406.0,719.0,34.0,6,2019-03-12 02:00:12,0.0,,8412,A
73268,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,02:02:16,154,가동,ON,728.0,118,121,110.0,112.0,,318.0,52.0,216.0,129.0,1449.0,130.0,211.0,1449.0,404.0,698.0,34.0,6,2019-03-12 02:02:16,0.0,,8412,A
73271,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,02:04:15,155,가동,ON,729.0,119,123,110.0,111.0,,318.0,48.0,211.0,129.0,1449.0,130.0,209.0,1449.0,406.0,724.0,34.0,6,2019-03-12 02:04:15,0.0,,8412,A
73274,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,02:06:49,156,가동,ON,730.0,121,122,110.0,112.0,,318.0,50.0,213.0,150.0,1449.0,130.0,209.0,1449.0,404.0,726.0,34.0,6,2019-03-12 02:06:49,0.0,,8412,A
73277,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,02:08:19,157,가동,ON,730.0,119,126,110.0,112.0,,318.0,49.0,209.0,136.0,1449.0,130.0,207.0,1449.0,407.0,712.0,34.0,6,2019-03-12 02:08:19,0.0,,8412,A
73280,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,02:10:45,158,가동,ON,731.0,124,140,110.0,112.0,,318.0,52.0,195.0,143.0,1449.0,129.0,198.0,1449.0,397.0,721.0,34.0,6,2019-03-12 02:10:45,0.0,,8412,A
73283,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,02:12:51,159,가동,ON,731.0,138,123,110.0,112.0,,318.0,49.0,207.0,131.0,1449.0,129.0,199.0,1449.0,401.0,720.0,34.0,6,2019-03-12 02:12:51,0.0,,8412,A
73286,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,02:14:58,160,가동,ON,731.0,121,125,110.0,112.0,,318.0,50.0,208.0,145.0,1449.0,129.0,202.0,1449.0,401.0,721.0,34.0,6,2019-03-12 02:14:58,0.0,,8412,A
73289,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,02:17:01,161,가동,ON,731.0,123,122,110.0,112.0,,318.0,50.0,210.0,158.0,1449.0,129.0,204.0,1449.0,403.0,723.0,34.0,6,2019-03-12 02:17:01,0.0,,8412,A
73292,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,02:19:00,162,가동,ON,730.0,120,123,110.0,112.0,,319.0,50.0,211.0,158.0,1449.0,129.0,206.0,1449.0,408.0,728.0,34.0,6,2019-03-12 02:19:00,0.0,,8412,A
73295,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,02:21:03,163,가동,ON,730.0,121,123,110.0,112.0,,319.0,50.0,210.0,143.0,1449.0,129.0,206.0,1449.0,404.0,705.0,34.0,6,2019-03-12 02:21:03,0.0,,8412,A
73298,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,02:23:09,164,가동,ON,729.0,122,123,110.0,111.0,,319.0,52.0,211.0,149.0,1449.0,129.0,207.0,1449.0,406.0,720.0,34.0,6,2019-03-12 02:23:09,0.0,,8412,A
73301,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,02:25:10,165,가동,ON,729.0,121,123,110.0,112.0,,318.0,49.0,211.0,160.0,1449.0,130.0,207.0,1449.0,403.0,719.0,34.0,6,2019-03-12 02:25:10,0.0,,8412,A
73304,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,02:27:09,166,가동,ON,729.0,121,124,110.0,112.0,,319.0,51.0,210.0,143.0,1449.0,130.0,205.0,1449.0,404.0,698.0,34.0,6,2019-03-12 02:27:09,0.0,,8412,A
73308,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,02:30:36,167,가동,ON,729.0,122,203,110.0,112.0,,319.0,43.0,147.0,155.0,1449.0,124.0,173.0,1449.0,370.0,716.0,34.0,6,2019-03-12 02:30:36,0.0,,8412,B
73311,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,02:32:26,168,가동,ON,729.0,201,116,110.0,112.0,,330.0,50.0,197.0,129.0,1449.0,124.0,192.0,1449.0,395.0,733.0,34.0,6,2019-03-12 02:32:26,0.0,,8412,B
73314,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,02:34:29,169,가동,ON,731.0,116,121,110.0,112.0,,319.0,50.0,206.0,119.0,1449.0,126.0,201.0,1449.0,398.0,720.0,34.0,6,2019-03-12 02:34:29,0.0,,8412,B
73317,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,02:36:38,170,가동,ON,732.0,118,123,110.0,112.0,,330.0,49.0,210.0,130.0,1449.0,127.0,206.0,1449.0,399.0,731.0,34.0,6,2019-03-12 02:36:38,0.0,,8412,B
73320,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,02:38:40,171,가동,ON,733.0,121,121,110.0,112.0,,318.0,51.0,213.0,154.0,1449.0,128.0,209.0,1449.0,402.0,723.0,34.0,6,2019-03-12 02:38:40,0.0,,8412,B
73323,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,02:40:41,172,가동,ON,733.0,119,121,110.0,112.0,,318.0,49.0,216.0,154.0,1449.0,128.0,208.0,1449.0,401.0,720.0,34.0,6,2019-03-12 02:40:41,0.0,,8412,B
73326,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,02:42:46,173,가동,ON,733.0,119,121,110.0,112.0,,319.0,50.0,214.0,160.0,1449.0,129.0,208.0,1449.0,403.0,721.0,34.0,6,2019-03-12 02:42:46,0.0,,8412,B
73328,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,02:44:40,174,가동,ON,732.0,120,121,110.0,112.0,,330.0,52.0,215.0,160.0,1449.0,129.0,208.0,1449.0,404.0,733.0,34.0,6,2019-03-12 02:44:40,0.0,,8412,B
73330,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,02:46:34,175,가동,ON,731.0,119,121,110.0,112.0,,318.0,51.0,214.0,160.0,1449.0,129.0,207.0,1449.0,401.0,730.0,34.0,6,2019-03-12 02:46:34,0.0,,8412,B
73332,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,02:48:39,176,가동,ON,731.0,119,122,110.0,112.0,,318.0,51.0,215.0,160.0,1449.0,129.0,209.0,1449.0,401.0,734.0,34.0,6,2019-03-12 02:48:39,0.0,,8412,B
73334,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,02:50:46,177,가동,ON,731.0,120,120,110.0,112.0,,318.0,50.0,217.0,158.0,1449.0,130.0,211.0,1449.0,402.0,702.0,34.0,6,2019-03-12 02:50:46,0.0,,8412,B
73336,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,02:52:41,178,가동,ON,730.0,118,122,110.0,112.0,,319.0,49.0,215.0,159.0,1449.0,130.0,211.0,1449.0,402.0,727.0,34.0,6,2019-03-12 02:52:41,0.0,,8412,B
73338,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,02:54:47,179,가동,ON,729.0,120,121,110.0,112.0,,319.0,50.0,215.0,144.0,1449.0,130.0,210.0,1449.0,405.0,720.0,34.0,6,2019-03-12 02:54:47,0.0,,8412,B
73340,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,02:56:48,180,가동,ON,729.0,119,121,110.0,112.0,,319.0,48.0,214.0,150.0,1449.0,130.0,211.0,1449.0,405.0,730.0,34.0,6,2019-03-12 02:56:48,0.0,,8412,B
73342,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,02:58:54,181,가동,ON,729.0,118,123,110.0,112.0,,330.0,50.0,213.0,150.0,1449.0,130.0,208.0,1449.0,401.0,725.0,34.0,6,2019-03-12 02:58:54,0.0,,8412,B
73343,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,03:00:54,182,가동,ON,731.0,121,121,110.0,112.0,,318.0,49.0,214.0,138.0,1449.0,130.0,212.0,1449.0,403.0,733.0,34.0,6,2019-03-12 03:00:54,0.0,,8412,B
73345,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,03:03:01,183,가동,ON,731.0,119,121,110.0,111.0,,318.0,50.0,216.0,135.0,1449.0,130.0,214.0,1449.0,402.0,721.0,34.0,6,2019-03-12 03:03:01,0.0,,8412,B
73348,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,03:04:55,184,가동,ON,733.0,119,122,110.0,112.0,,319.0,50.0,216.0,159.0,1449.0,130.0,210.0,1449.0,401.0,725.0,34.0,6,2019-03-12 03:04:55,0.0,,8412,B
73351,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,03:07:01,185,가동,ON,733.0,120,121,110.0,112.0,,330.0,46.0,216.0,160.0,1449.0,130.0,211.0,1449.0,405.0,713.0,34.0,6,2019-03-12 03:07:01,0.0,,8412,B
73354,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,03:08:59,186,가동,ON,733.0,120,121,110.0,112.0,,330.0,47.0,215.0,161.0,1449.0,131.0,214.0,1449.0,406.0,718.0,34.0,6,2019-03-12 03:08:59,0.0,,8412,B
73357,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,03:11:00,187,가동,ON,733.0,119,122,110.0,112.0,,318.0,53.0,214.0,161.0,1449.0,131.0,214.0,1449.0,409.0,718.0,34.0,6,2019-03-12 03:11:00,0.0,,8412,B
73360,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,03:13:03,188,가동,ON,732.0,121,120,110.0,112.0,,330.0,50.0,217.0,155.0,1449.0,131.0,217.0,1449.0,407.0,720.0,34.0,6,2019-03-12 03:13:03,0.0,,8412,B
73363,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,03:15:00,189,가동,ON,731.0,118,122,110.0,112.0,,318.0,49.0,216.0,145.0,1449.0,131.0,216.0,1449.0,411.0,730.0,34.0,6,2019-03-12 03:15:00,0.0,,8412,B
73364,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,03:17:07,190,가동,ON,731.0,121,122,110.0,112.0,,318.0,52.0,216.0,141.0,1449.0,131.0,212.0,1449.0,410.0,729.0,34.0,6,2019-03-12 03:17:07,0.0,,8412,B
73367,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,03:19:06,191,가동,ON,730.0,120,120,110.0,112.0,,318.0,50.0,217.0,161.0,1449.0,131.0,212.0,1449.0,407.0,715.0,34.0,6,2019-03-12 03:19:06,0.0,,8412,B
73370,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,03:21:07,192,가동,ON,730.0,118,122,110.0,112.0,,318.0,52.0,214.0,161.0,1449.0,131.0,213.0,1449.0,411.0,725.0,34.0,6,2019-03-12 03:21:07,0.0,,8412,B
73373,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,03:23:09,193,가동,ON,729.0,120,123,110.0,112.0,,318.0,51.0,213.0,162.0,1449.0,131.0,211.0,1449.0,411.0,731.0,34.0,6,2019-03-12 03:23:09,0.0,,8412,B
73376,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,03:25:17,194,가동,ON,729.0,121,121,110.0,111.0,,318.0,50.0,215.0,158.0,1449.0,131.0,210.0,1449.0,411.0,728.0,34.0,6,2019-03-12 03:25:17,0.0,,8412,B
73379,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,03:27:16,195,가동,ON,728.0,119,122,110.0,112.0,,318.0,52.0,215.0,160.0,1449.0,131.0,210.0,1449.0,407.0,718.0,34.0,6,2019-03-12 03:27:16,0.0,,8412,B
73382,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,03:29:21,196,가동,ON,730.0,120,122,110.0,112.0,,318.0,51.0,216.0,157.0,1449.0,131.0,213.0,1449.0,405.0,703.0,34.0,6,2019-03-12 03:29:21,0.0,,8412,B
73385,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,03:31:14,197,가동,ON,731.0,120,122,110.0,112.0,,330.0,48.0,217.0,149.0,1449.0,131.0,213.0,1449.0,411.0,722.0,34.0,6,2019-03-12 03:31:14,0.0,,8412,B
73388,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,03:33:19,198,가동,ON,732.0,120,122,110.0,112.0,,318.0,53.0,213.0,162.0,1449.0,131.0,212.0,1449.0,412.0,730.0,34.0,6,2019-03-12 03:33:19,0.0,,8412,B
73391,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,03:35:24,199,가동,ON,732.0,120,123,110.0,112.0,,318.0,52.0,216.0,162.0,1449.0,131.0,209.0,1449.0,409.0,727.0,34.0,6,2019-03-12 03:35:24,0.0,,8412,B
73394,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,03:37:25,200,가동,ON,732.0,122,121,110.0,112.0,,318.0,50.0,216.0,160.0,1449.0,131.0,202.0,1449.0,411.0,715.0,34.0,6,2019-03-12 03:37:25,0.0,,8412,B
73397,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,03:39:25,201,가동,ON,732.0,120,123,110.0,112.0,,319.0,49.0,213.0,162.0,1449.0,131.0,208.0,1449.0,408.0,723.0,34.0,6,2019-03-12 03:39:25,0.0,,8412,B
73400,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,03:41:27,202,가동,ON,732.0,122,122,110.0,112.0,,318.0,49.0,215.0,160.0,1449.0,131.0,212.0,1449.0,402.0,735.0,34.0,6,2019-03-12 03:41:27,0.0,,8412,B
73403,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,03:43:24,203,가동,ON,731.0,120,122,110.0,112.0,,318.0,49.0,215.0,161.0,1449.0,132.0,212.0,1449.0,406.0,721.0,34.0,6,2019-03-12 03:43:24,0.0,,8412,B
73406,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,03:45:28,204,가동,ON,731.0,120,123,110.0,112.0,,318.0,51.0,214.0,161.0,1449.0,132.0,211.0,1449.0,410.0,721.0,34.0,6,2019-03-12 03:45:28,0.0,,8412,B
73409,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,03:47:37,205,가동,ON,729.0,121,122,110.0,112.0,,317.0,47.0,215.0,162.0,1449.0,132.0,211.0,1449.0,415.0,719.0,34.0,6,2019-03-12 03:47:37,0.0,,8412,B
73414,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,03:50:59,206,가동,ON,729.0,120,204,110.0,112.0,,317.0,45.0,148.0,161.0,1449.0,126.0,174.0,1449.0,366.0,720.0,34.0,6,2019-03-12 03:50:59,0.0,,8412,A
73416,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,03:52:57,207,가동,ON,729.0,202,116,110.0,112.0,,330.0,49.0,196.0,150.0,1449.0,126.0,193.0,1449.0,399.0,716.0,34.0,6,2019-03-12 03:52:57,0.0,,8412,A
73418,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,03:55:02,208,가동,ON,730.0,114,122,110.0,112.0,,318.0,46.0,204.0,146.0,1449.0,127.0,202.0,1449.0,404.0,707.0,34.0,6,2019-03-12 03:55:02,0.0,,8412,A
73422,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,03:57:11,209,가동,ON,730.0,120,135,110.0,112.0,,317.0,49.0,196.0,160.0,1449.0,127.0,197.0,1449.0,401.0,724.0,34.0,6,2019-03-12 03:57:11,0.0,,8412,A
73425,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,03:59:12,210,가동,ON,731.0,134,121,110.0,112.0,,318.0,49.0,207.0,156.0,1449.0,128.0,203.0,1449.0,407.0,730.0,34.0,6,2019-03-12 03:59:12,0.0,,8412,A
73428,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,04:01:18,211,가동,ON,731.0,119,122,110.0,112.0,,318.0,50.0,210.0,160.0,1449.0,128.0,205.0,1449.0,414.0,735.0,34.0,6,2019-03-12 04:01:18,0.0,,8412,A
73431,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,04:03:18,212,가동,ON,732.0,120,121,110.0,112.0,,330.0,49.0,211.0,157.0,1449.0,129.0,208.0,1449.0,407.0,690.0,34.0,6,2019-03-12 04:03:18,0.0,,8412,A
73433,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,04:05:18,213,가동,ON,732.0,120,122,110.0,112.0,,331.0,50.0,212.0,160.0,1449.0,129.0,209.0,1449.0,418.0,722.0,34.0,6,2019-03-12 04:05:18,0.0,,8412,A
73436,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,04:07:19,214,가동,ON,732.0,120,121,110.0,112.0,,331.0,51.0,215.0,160.0,1449.0,130.0,208.0,1449.0,413.0,725.0,34.0,6,2019-03-12 04:07:19,0.0,,8412,A
73439,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,04:09:23,215,가동,ON,732.0,121,121,110.0,112.0,,318.0,49.0,213.0,157.0,1449.0,130.0,209.0,1449.0,407.0,719.0,34.0,6,2019-03-12 04:09:23,0.0,,8412,A
73442,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,04:11:29,216,가동,ON,732.0,118,123,110.0,111.0,,330.0,49.0,211.0,158.0,1449.0,130.0,209.0,1449.0,408.0,714.0,34.0,6,2019-03-12 04:11:29,0.0,,8412,A
73445,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,04:13:34,217,가동,ON,731.0,122,124,110.0,112.0,,317.0,48.0,209.0,161.0,1449.0,130.0,200.0,1449.0,405.0,732.0,34.0,6,2019-03-12 04:13:34,0.0,,8412,A
73448,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,04:15:30,218,가동,ON,731.0,122,122,110.0,112.0,,331.0,50.0,211.0,160.0,1449.0,130.0,207.0,1449.0,407.0,721.0,34.0,6,2019-03-12 04:15:30,0.0,,8412,A
73451,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,04:17:31,219,가동,ON,731.0,121,121,110.0,112.0,,317.0,49.0,213.0,144.0,1449.0,130.0,207.0,1449.0,401.0,698.0,34.0,6,2019-03-12 04:17:31,0.0,,8412,A
73454,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,04:19:35,220,가동,ON,731.0,119,122,110.0,111.0,,317.0,50.0,212.0,157.0,1449.0,130.0,202.0,1449.0,408.0,711.0,34.0,6,2019-03-12 04:19:35,0.0,,8412,A
73457,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,04:21:35,221,가동,ON,730.0,120,125,110.0,111.0,,316.0,50.0,211.0,157.0,1449.0,130.0,204.0,1449.0,408.0,719.0,34.0,6,2019-03-12 04:21:35,0.0,,8412,A
73460,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,04:23:43,222,가동,ON,729.0,123,122,110.0,112.0,,330.0,48.0,212.0,158.0,1449.0,130.0,205.0,1449.0,409.0,722.0,34.0,6,2019-03-12 04:23:43,0.0,,8412,A
73463,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,04:25:46,223,가동,ON,729.0,120,125,110.0,111.0,,330.0,51.0,210.0,161.0,1449.0,130.0,205.0,1449.0,400.0,726.0,34.0,6,2019-03-12 04:25:46,0.0,,8412,A
